model,task_id,suite_split,construction_split,hard3,lift_type,feature_family,entanglement_primary,entanglement_level,has_run_json,has_result_json,submission_file_count,usable_submission,functional_pass,first_failure_stage,run_status,freeze_id,agent_docker_image,eval_docker_image,build_pass,public_pass,hidden_pass,isolation_pass,rres,extraction_ratio,copied_fraction,copied_loc,submitted_loc,reference_loc,compactness_class,artifact_fail,process_tve,process_invalid_encrypted,process_timeout,process_promoted_process,process_context_violation,process_usage_unverified,process_usage_source,process_api_calls,process_assistant_steps,process_prompt_tokens,process_completion_tokens,process_total_tokens,process_effective_uncached_prompt_tokens,process_incremental_tokens,process_prompt_cache_accounting,process_duration_seconds,process_detail,process_flags
gpt-oss-120b,importlib_resources__traversable_tree_core__hard3_001,python150,hard50,True,Composite,resource_metadata_loading,resource_coupling,high,True,True,2,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,0.858896,0.858896,0.0,0,140,163,non_functional,True,True,False,False,False,False,False,usage.json,19,12,339523,9997,349520,,,False,75.271895,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 105 (char 104). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,installer__wheel_record_core__hard3_001,python150,hard50,True,Adapted,resource_metadata_loading,resource_coupling,high,True,True,1,True,False,hidden_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,False,True,1.090909,1.090909,0.0,0,36,33,non_functional,True,True,False,False,False,False,False,usage.json,64,56,1860894,16149,1877043,,,False,156.420539,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'summary']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,intervaltree__interval_tree_core__001,python150,core100,False,Direct,algorithm_data_structure,data_model_coupling,high,True,True,5,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.252716,0.252716,0.328054,145,442,1749,non_functional,True,True,False,False,False,False,False,usage.json,46,42,1065709,18709,1084418,,,False,148.871803,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 6182 (char 6181). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,isodate__duration_parse_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,11,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.495759,0.495759,0.401141,211,526,1061,compact_pass,False,True,False,False,False,False,False,usage.json,56,42,1594107,25135,1619242,,,False,195.399366,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 969 (char 968). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,isort__settings_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.985294,0.985294,0.011194,3,268,272,non_functional,True,True,False,False,False,False,False,usage.json,22,15,533371,18159,551530,,,False,130.16824,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1355 (char 1354). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,itsdangerous__timed_serializer_core__001,python150,core100,False,Adapted,serialize_format_render,data_model_coupling,high,True,True,2,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,4.641026,4.641026,0.016575,3,181,39,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,12,8,211886,10084,221970,,,False,70.312345,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 3978 (char 3977). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jinja2__compile_render_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,26,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.240116,1.240116,0.998465,11056,11073,8929,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,40,35,970294,11750,982044,,,False,101.481515,"Error validating tool 'terminal<|channel|>commentary': Expecting ',' delimiter: line 1 column 281 (char 280). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jinja2__extensions_core__001,python150,core100,False,Adapted,registry_plugin_dispatch,framework_coupling,high,True,True,3,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,0.004164,0.004164,0.0,0,40,9606,non_functional,True,True,False,False,False,False,False,usage.json,60,55,1212982,24157,1237139,,,False,184.510711,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 909 (char 908). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jinja2__filters_tests_core__001,python150,core100,False,Adapted,serialize_format_render,framework_coupling,high,True,True,5,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,0.029906,0.029906,0.022472,6,267,8928,non_functional,True,True,False,False,False,False,False,usage.json,18,15,250796,12520,263316,,,False,84.872057,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1148 (char 1147). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jinja2__lexer_parser_core__001,python150,core100,False,Adapted,parse_tokenize_decode,parser_state_coupling,high,True,True,5,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.108108,0.108108,0.054688,21,384,3552,non_functional,True,True,False,False,False,False,False,usage.json,71,65,1427684,33110,1460794,,,False,260.485958,"Error validating tool 'terminal': Failed to provide security_risk field in tool 'terminal'. Parameters provided: ['is_input', 'command']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jinja2__loader_inheritance_core__001,python150,core100,False,Adapted,resource_metadata_loading,framework_coupling,high,True,True,4,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.014402,0.014402,0.080882,11,136,9443,compact_pass,False,True,False,False,False,False,False,usage.json,28,25,482313,18537,500850,,,False,123.408935,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 8433 (char 8432). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,json5__parse_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.687391,0.687391,0.442038,347,785,1142,non_functional,True,False,False,False,False,False,False,usage.json,35,31,1757815,54151,1811966,,,False,431.079497,passed,[]
gpt-oss-120b,json_logic__evaluator_core__hard3_001,python150,hard50,True,Direct,cache_retry_policy,parser_state_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,1.312057,1.312057,0.183784,34,185,141,copy_heavy_pass,False,True,False,False,False,False,False,usage.json,15,12,222521,9830,232351,,,False,72.313561,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 585 (char 584). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jsonpath_ng__expression_eval_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,17,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,4.377903,4.377903,0.985533,6131,6221,1421,non_functional,True,True,False,False,False,False,False,usage.json,57,50,1224304,20982,1245286,,,False,157.936486,Error validating tool 'file_editor': Expecting property name enclosed in double quotes: line 1 column 2 (char 1). Arguments: unparseable JSON,"[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jsonpointer__resolve_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.822222,0.822222,0.205405,38,185,225,functional_mixed_footprint,False,True,False,False,False,False,False,usage.json,14,11,235021,7757,242778,,,False,60.395756,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 943 (char 942). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jsonschema__validator_core__001,python150,core100,False,Direct,validate_normalize_construct,data_model_coupling,high,True,True,1,True,True,functional_pass,passed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,True,True,True,0.093768,0.093768,0.008982,3,334,3562,compact_pass,False,True,False,False,False,False,False,usage.json,8,5,113411,11219,124630,,,False,75.481511,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1307 (char 1306). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jupyter_core__paths_resolver_core__hard3_001,python150,hard50,True,Adapted,config_resolve_discover,config_environment_coupling,high,True,True,2,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.352113,1.352113,0.0625,12,192,142,non_functional,True,True,False,False,False,False,False,usage.json,17,9,341353,12538,353891,,,False,89.893254,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 513 (char 512). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,jupyter_server__extension_config_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,2.309091,2.309091,0.133858,17,127,55,non_functional,True,True,False,False,False,False,False,usage.json,23,17,399793,11620,411413,,,False,86.752132,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1807 (char 1806). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,keyring__backend_select_core__hard3_001,python150,hard50,True,Composite,registry_plugin_dispatch,framework_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,True,True,1.044586,1.044586,0.0,0,164,157,non_functional,True,True,False,False,False,False,False,usage.json,21,14,364714,11823,376537,,,False,85.414243,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1206 (char 1205). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,lark__grammar_loader_core__001,python150,core100,False,Direct,resource_metadata_loading,resource_coupling,high,True,True,123,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,3.183411,3.183411,0.997467,20481,20533,6450,non_functional,True,True,False,False,False,False,False,usage.json,75,64,1632347,35798,1668145,,,False,255.53094,"Error validating tool 'file_editor': Failed to provide security_risk field in tool 'file_editor'. Parameters provided: ['command', 'path', 'old_str', 'new_str']","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,lark__parse_tree_core__001,python150,core100,False,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,False,build_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,False,False,False,False,0.008284,0.008284,0.0,0,48,5794,non_functional,True,True,False,False,False,False,False,usage.json,34,30,649959,16125,666084,,,False,117.50639,"Error validating tool 'file_editor': Expecting ',' delimiter: line 1 column 2428 (char 2427). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,lark__visitor_transform_core__001,python150,core100,False,Adapted,algorithm_data_structure,data_model_coupling,high,True,True,3,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,0.03181,0.03181,0.015789,3,190,5973,non_functional,True,True,False,False,False,False,False,usage.json,26,22,491582,14033,505615,,,False,97.338598,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 605 (char 604). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
gpt-oss-120b,license_expression__policy_core__hard3_001,python150,hard50,True,Direct,parse_tokenize_decode,parser_state_coupling,high,True,True,1,True,False,public_failure,failed,6c20ff0307762503a73cbb9ff32e9992c6446e4b17483a68373027be58cbf419,featureliftbench-agent:python200-prime-212930ea,featureliftbench-eval:python200-prime-212930ea,True,False,False,True,1.117117,1.117117,0.032258,8,248,222,non_functional,True,True,False,False,False,False,False,usage.json,51,42,1122397,24781,1147178,,,False,173.943807,"Error validating tool 'terminal': Expecting ',' delimiter: line 1 column 1044 (char 1043). Arguments: unparseable JSON","[""tool_validation_error"", ""tve""]"
